Rank;English translation;Infinitive;Conjugation group;Conjugation suffix;Colloquial;Perfective aspect;Aspect pairs;Refexive aspect;Movement aspect;я;ты;он/она́/оно́;мы;вы;они́;Повелительное накл. 1;Повелительное накл. 2;Деепричастие Наст. время;Деепричастие Прош. время;Действит. причастие Наст. время;Действит. причастие Прош. время;Страдат. причастие Наст. время;Страдат. причастие Прош. время
0;entrust (to), commit (to);доверить;;;;совер.;доверять/доверить;not reflexive;not movement;доверю;доверишь;доверит;доверите;доверим;доверят;доверь;доверьте;;доверив, *доверивши;;доверивший;;доверенный
3225;disturb, break;нарушить;;;;совер.;нарушать/нарушить;not reflexive;not movement;нарушу;нарушишь;нарушит;нарушите;нарушим;нарушат;нарушь;нарушьте;;нарушив;;нарушивший;;нарушенный
3235;deliver, hand in / over;сдавать;;;;несовер.;сдавать/сдать;not reflexive;not movement;сдаю;сдаёшь;сдаёт;сдаёте;сдаём;сдают;сдавай;сдавайте;сдавая;сдавав;сдающий;сдававший;сдаваемый;
3238;spend, expend;тратить;;;;несовер.;тратить/истратить;not reflexive;not movement;трачу;тратишь;тратит;тратите;тратим;тратят;трать;тратьте;тратя;тратив;тратящий;тративший;;траченный
0;spend, expend;истратить;;;;совер.;тратить/истратить;not reflexive;not movement;истрачу;истратишь;истратит;истратите;истратим;истратят;истрать;истратьте;;истратив, *истративши;;истративший;;истраченный
3240;accomplish, perform;совершать;;;;несовер.;совершать/совершить;not reflexive;not movement;совершаю;совершаешь;совершает;совершаете;совершаем;совершают;совершай;совершайте;совершая;совершав;совершающий;совершавший;совершаемый;
3241;draw, paint;нарисовать;;;;совер.;рисовать/нарисовать;not reflexive;not movement;нарисую;нарисуешь;нарисует;нарисуете;нарисуем;нарисуют;нарисуй;нарисуйте;;нарисовав;;нарисовавший;;нарисованный
3242;dream;сниться;;;;несовер.;сниться/присниться;reflexive;not movement;снюсь;снишься;снится;снитесь;снимся;снятся;снись;снитесь;снясь;снившись;снящийся;снившийся;снящийся;снившийся
0;dream;присниться;;;;совер.;сниться/присниться;reflexive;not movement;приснюсь;приснишься;приснится;приснитесь;приснимся;приснятся;приснись;приснитесь;;приснившись;;приснившийся;;
3250;burn, scorch;попалить;;;;совер.;палить/попалить;not reflexive;not movement;попалю;попалишь;попалит;попалите;попалим;попалят;попали;попалите;;попалив;;попаливший;;
0;burn, scorch;палить;;;;несовер.;палить/попалить;not reflexive;movement;палю;палишь;палит;палите;палим;палят;пали;палите;паля;палив, *паливши;палящий;паливший;палящий;паливший
3251;stop, cease;переставать;;;;несовер.;переставать/перестать;not reflexive;movement;перестаю;перестаёшь;перестаёт;перестаёте;перестаём;перестают;переставай;переставайте;переставая;переставав;перестающий;перестававший;перестающий;перестававший
3257;carry;понести;;;;совер.;нести/понести;not reflexive;not movement;понесу;понесёшь;понесёт;понесёте;понесём;понесут;понеси;понесите;;понёсши;;понёсший;;понесённый
